WDID,Agency,Facility_Name,NPDES_No,Region,Major/Minor,Order_No,Facility_URL,Reg_Measure_ID,Reg_Measure_Type,PDF_File,Shared_PDF,Total_PDFs_Available
2 417032001,San Francisco International Airport,SF Airport Mel Leong TP-Sanitary Waste,CA0038318,2,Major,R2-2025-0002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256507,459999,NPDES PERMIT,SFO Aiport NPDES Permit Order R2-2025-0002.pdf,Yes,1
2 386009001,San Francisco Public Utilities Commission,SF - OCEANSIDE Water Pollution Control Plant,CA0037681,2,Major,R2-2019-0028,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256498,437599,NPDES PERMIT,R2-2019-0028.pdf,No,1
2 01NPI441309,San Leandro City,"San Leandro, City of",CA0038881,2,Minor,R2-2022-0006,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=879361,446577,NPDES PERMIT,R2-2022-0006.pdf,No,1
9000003903,San Leandro City,San Leandro WPCP,,2,Major,R2-2022-0023,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255368,448549,NPDES PERMIT,EBDA - R2-2022-0023.pdf,Yes,1
9000003903,Santa Barbara City PWD,El Estero Water Resource Center NPDES,,SB,Major,2020-0015-DWQ,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222443,436198,NPDES PERMIT,El Estero_Final_Permit_2019-0046 pkg eff 2-1-20.pdf,No,1
9000003903,Scotts Valley,Scotts Valley WWTP,,SB,"Major, Minor",2020-0015-DWQ,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=256011,389665,NPDES PERMIT,Scotts Valley WWTP NPDES Permit R3-2013-0001.pdf,No,2
2 494009001,Sonoma County Water Agency (SCWA),Sonoma Valley County SD WWTP,CA0037800,2,Major,R2-2024-0027,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=257754,459395,NPDES PERMIT,Final Order Sonoma_NPDES permit_Dec 2024.pdf,Yes,1
,Sonoma Valley County Sanitation District,Sonoma Valley County SD WWTP,CA0038873,2,Major,R2-2024-0013,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=257754,459395,NPDES PERMIT,Final Order Sonoma_NPDES permit_Dec 2024.pdf,Yes,1
2 417038001,South San Francisco City,South San Francisco-San Bruno WQCP,CA0038130,2,Major,R2-2019-0021,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=254881,432955,NPDES PERMIT,SSFSB_Order_Finalsigned.pdf,No,1
2 283014001,St. Helena City,St. Helena City WWTP,CA0038016,2,Minor,R2-2021-0004,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=258386,442938,NPDES PERMIT,st. helena_order r2-2021-0004.pdf,No,1
5D150118002,Stallion Springs CSD,Stallion Springs WWTF,CAC439983,5F,Minor,R5-2023-0025,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273191,439983,ENROLLEE - NPDES,r5-2023-0025-012.pdf,No,1
5A520102001,Tehama  Co SD #1,Mineral WWTP,CA0084069,5R,Minor,R5-2023-0040,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=240864,445294,NPDES PERMIT,r5-2023-0040_npdes.pdf,No,2
,US Navy Treasure Island,Treasure Island WWTP/DOD,CA0038873,2,Major,R2-2024-0013,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=266328,438627,NPDES PERMIT,R2-2020-0020.pdf,Yes,1
2 071059001,USS-Posco Industries,USS-UPI LLC - NPDES/SUB15,CA0005002,2,Major,R2-2016-0043,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=269601,410165,NPDES PERMIT,R2-2016-0043.pdf,No,1
9000003903,Union Sanitary District,Raymond A. Boege Alvarado WWTP (Union SD),,2,"Major, Minor",R2-2022-0023,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=269042,448549,NPDES PERMIT,EBDA - R2-2022-0023.pdf,Yes,1
5A31NP00001,United Auburn Indian Community,Thunder Valley Casino WWTP,CAC442169,5S,Minor,R5-2023-0025,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206730,442169,ENROLLEE - NPDES,thundervalley_wwtp_mgo_noa.pdf,No,1
9 000000732,United States Section of the International Boundary and Water Commission (USIBWC),South Bay International WWTP,CA0108928,9,Major,R9-2021-0001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=257821,442331,NPDES PERMIT,r9-2021-0001.pdf,No,3
7A330122021,Valley Sanitary District,Valley SD WWTP,CA0104477,7,Major,R7-2026-0003,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=270096,464130,NPDES PERMIT,R7-2026-0003.pdf,No,3
9000003903,Victor Valley Wastewater Reclamation Authority,Victor Valley Wastewater Reclamation Authority WTP,,SB,Major,2020-0015-DWQ,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=270419,420359,NPDES PERMIT,r6v_2020_0028_vvwra_npdes_permit.pdf,Yes,1
4B190137001,West Basin MWD,Edward C. Little Water Recycling Plant (Recycled Water Irrigation),CA0063401,4,"Major, Minor",R4-2023-0368,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273663,452909,NPDES PERMIT,Adopted ECLWRF NPDES CI-7449 111623.pdf,No,1
4B190137004,West Basin MWD,Juanita Millender-McDonald Carson Regional Water Recycling Plant,CA0064246,4,"Major, Minor",R4-2024-0146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=217061,454510,NPDES PERMIT,Adopted JMMCRWRP CI-7972 03012024.pdf,No,2
9000003903,West County Wastewater District,West County WW District WPCP,,2,Major,R2-2024-0008,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=272082,457271,NPDES PERMIT,R2-2024-0008 West County.pdf,Yes,1
2 283019001,"Yountville, Town of",Yountville / CA Vets Home WWTP,CA0038121,2,Minor,R2-2020-0026,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=274410,440857,NPDES PERMIT,Town of Yountville Order R2-2020-0026.pdf,Yes,1
9 000001182,US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,Major,R9-2019-0167,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=638334,422969,NPDES PERMIT,AmendedOrderR92019167_DigitalSignature signed dwg 12-14-21.pdf,No,5
9 000001182,US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,Major,R9-2019-0167,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=638334,422969,NPDES PERMIT,AmendingOrderR920210205_DigitalSignature signed dwg 12-17-21.pdf,No,5
9 000001182,US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,Major,R9-2019-0167,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=638334,422969,NPDES PERMIT,MCBCP_Final_Adopted_Order_R9-2019-0167.pdf,No,5
9 000001182,US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,Major,R9-2019-0167,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=638334,422969,NPDES PERMIT,R9-2019-0167_Amended2020 signed dwg 08-17-20.pdf,No,5
9 000001182,US Marine Corps Base Camp Pendleton,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,CA0109347,9,Major,R9-2019-0167,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=638334,422969,NPDES PERMIT,R9-2020-0191_Final_Order signed dwg 08-17-20.pdf,No,5
