Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Joint Outfall System,"1955 Workman Mill Road, Whittier, CA 90601",White Point Outfall Manifold Construction Dewatering Project,"1800 Kay Fiorentino Drive, Los Angeles, CA 90732",33.71746,-118.31947,Wastewater Treatment Facility,4952,Los Angeles,4,NPDNONMUNIPRCS,Active,NPDES Permit,R4-2019-0053,4B190107087,CA0064661,05/09/2019,07/01/2019,,2024-06-30,1.44,Minor,C,3.0,,,,0.0,0.0,
West Basin MWD,"17140 South Avalon Boulevard 210, Carson, CA 90746-1242",Edward C. Little Water Recycling Plant (Recycled Water Irrigation),"1935 Hughes Way, El Segundo, CA 90245",33.907954,-118.394561,Wastewater Treatment Facility,4952,Los Angeles,4,"NPDMUNILRG, NPDMUNIOTH, NPDNONMUNIPRCS, REC",Active,NPDES Permit,R4-2023-0368,4B190137001,CA0063401,02/01/2024,02/01/2024,,2029-02-01,5.2,"Major, Minor",C,3.0,,,,1.0,4.0,
West Basin MWD,"17140 South Avalon Boulevard 210, Carson, CA 90746-1242",Juanita Millender-McDonald Carson Regional Water Recycling Plant,"21029 South Wilmington Avenue, Carson, CA 90810",33.838705,-118.23703,Wastewater Treatment Facility,4941,Los Angeles,4,"NPDESWW, NPDNONMUNIPRCS",Active,NPDES Permit,R4-2024-0146,4B190137004,CA0064246,02/22/2024,04/01/2024,,2029-03-31,1.2,"Major, Minor",C,3.0,,,,0.0,0.0,
US Navy Naval Facilities Engineering Command Southwest,"750 Pacific Highway, Evcore Floor 11, San Diego, CA 92132",San Clemente Island WWTP,"Naval Auxiliary Landing Field, San Clemente Island, CA",32.99722,-118.54583,Wastewater Treatment Facility,4952,Los Angeles,4,"DODNPDESWW, REC",Active,NPDES Permit,R4-2024-0182,4B190703003,CA0110175,04/25/2024,07/01/2024,,2029-06-30,0.06,Minor,B,1.0,,,,0.0,39.0,
Chico City,"Po Box 3420, Chico, CA 95927",Chico Water Pollution Control Plant,"4827 Chico River Road, Chico, CA 95927",39.700058,-121.908067,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R5-2022-0033,5A040102001,CA0079081,06/10/2022,08/01/2022,,2027-07-31,8.4,Major,A,1.0,,,,3.0,32.0,
City of Gridley,"685 Kentucky Avenue, Gridley, CA 95948",Gridley WWTF,"East Gridley Place, Gridley, CA 95948",39.36352,-121.65453,Wastewater Treatment Facility,4952,Butte,5R,WDRMUNILRG,Active,WDR,R5-2006-0127,5A040103001,,12/08/2006,12/08/2006,,2016-12-08,1.7,,B,2.0,,,,0.0,0.0,
Richvale Sanitary District,"Po Box 1, Richvale, CA 95974",Richvale WWTF,"Eucalyptus Road, Richvale, CA 95974",39.479464,-121.754444,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNIOTH, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A040105002,,,06/01/2018,,2029-09-23,0.03,Minor,C,3.0,,,,0.0,0.0,
Sewerage Commission Oroville Region,"Po Box 1350, Oroville, CA 95965-1350",Sewerage Commission Oroville Region WWTP,"2880 South 5th Avenue, Oroville, CA 95965",39.4863584,-121.5656332,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2021-0044,5A040106001,CA0079235,08/13/2021,10/01/2021,,2026-09-30,6.5,Major,A,1.0,,,,2.0,5.0,
Butte Community College District,"3536 Butte Campus Drive, Oroville, CA 95965-8399",Butte College WWTP,"3536 Butte Campus Drive, Oroville, CA 95965",39.650585,-121.649239,Wastewater Treatment Facility,4151(+),Butte,5R,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5A040107001,,12/05/2019,12/05/2019,,2029-12-05,0.049,,B,2.0,,,,0.0,0.0,
Rick & Cathy Bowling,"Po Box 2308, Laguna Hills, CA 92654",Chico Mobile Country Club WWTP,"1901 Dayton Place, Chico, CA 95926",39.70168,-121.84642,Wastewater Treatment Facility,6515(+),Butte,5R,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5A041015001,,,02/24/2017,,2027-03-01,0.05,,B,2.0,,,,0.0,0.0,
Biggs City,"Po Box 307, Biggs, CA 95917",City of Biggs WWTP,"3016 Sixth Street, Biggs, CA 95917",39.413736,-121.710953,Wastewater Treatment Facility,4952,Butte,5R,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R5-2020-0008,5A04NC00067,,02/20/2020,02/20/2020,,2030-02-20,0.37,Minor,B,2.0,,,,0.0,0.0,
Arbuckle PUD,"Po Box 207, Arbuckle, CA 95912",Arbuckle WWTP,"Bailey Road, Arbuckle, CA 95912",39.02995,-122.05737,Wastewater Treatment Facility,4952,Colusa,5S,WDRMUNILRG,Active,WDR,93-208,5A060100001,,10/22/1993,10/22/1993,,2003-10-22,0.5,,B,2.0,,,,6.0,52.0,
Colusa City,"425 Webster Street, Colusa, CA 95932",City of Colusa WWTP,"2820 Will S Green Avenue, Colusa, CA 95932",39.197222,-122.283333,Wastewater Treatment Facility,4952,Colusa,5S,"NPDMUNIOTH, REC",Active,NPDES Permit,R5-2022-0020,5A060101001,CA0078999,04/21/2022,06/01/2022,,2027-05-31,0.7,Minor,B,2.0,,,,16.0,83.0,
Williams City,"Po Box 310, Williams, CA 95987",Williams WWTP,"700 B Street, Williams, CA 95987",39.1675,-122.153611,Wastewater Treatment Facility,4952,Colusa,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A060103001,CAC433345,06/28/2019,08/01/2019,,2028-10-01,0.5,Minor,A,2.0,,,,13.0,82.0,
Maxwell PUD,"Po Box 294, Maxwell, CA 95955",Maxwell PUD WWTF,"Intersection of East Ave and South Ave, Maxwell, CA 95955",39.26831,-122.18388,Wastewater Treatment Facility,4952,Colusa,5S,"NPDMUNIOTH, WDRMUNILRG",Active,WDR,R5-2009-0109,5A06NC00010,,10/08/2009,10/08/2009,,2019-10-07,0.22,Minor,B,2.0,,,,2.0,15.0,
Placerville City,"3101 Center Street, Placerville, CA 95667-5607",Hangtown Creek WRF,"2300 Coolwater Creek Road, Placerville, CA 95667",38.7317504,-120.8476377,Wastewater Treatment Facility,4952,El Dorado,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A090100001,CAC439621,06/19/2020,08/01/2020,,2028-10-01,2.3,Major,B,2.0,,,,8.0,8.0,
El Dorado Irrigation District,"2890 Mosquito Road, Placerville, CA 95667-4700",EID Master Reclamation Permit,"1565 Deer Creek, Cameron Park, CA 95682",38.635166,-120.984315,Wastewater Treatment Facility,4952,El Dorado,5S,WDRMUNILRG,Active,WDR,5-01-146,5A09NC00002,,06/14/2001,06/14/2001,,2011-06-14,4.5,,B,2.0,,,,5.0,9.0,
Willows City,"201 North Lassen Street, Willows, CA 95988",Willows WWTP,"1600 South Tehama, Willows, CA 95988",39.502178,-122.192433,Wastewater Treatment Facility,4952,Glenn,5R,"NPDESWW, NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A110101001,CAC447786,,10/02/2023,,2028-10-01,1.2,"Major, Minor",A,2.0,,,,2.0,1.0,
Hamilton City CSD,"Po Box 116, Hamilton City, CA 95951",Hamilton City CSD WWTP,"98 Sacramento Avenue, Hamilton City, CA 95951",39.740081,-121.997972,Wastewater Treatment Facility,4952,Glenn,5R,WDRMUNILRG,Active,WDR,R5-1998-081,5A110103001,,04/17/1998,04/17/1998,,2008-04-14,0.5,,B,2.0,,,,0.0,0.0,
Clearlake Oaks Cnty Water Dist,"Po Box 709, Clearlake Oaks, CA 95423",Clearlake Oaks Co WTR Dis WWTP,"13705 Jensen Road, Clearlake Oaks, CA 95423",39.01532,-122.65479,Wastewater Treatment Facility,4952,Lake,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5A170100002,,,07/09/2020,,,,,,,,,,2.0,3.0,
"Kelseyville Cnty Waterworks, District 3","230a Main Street, Lakeport, CA 95453",Lake Cnty SD Kelseyville WWD No. 3 Kelseyville WWTF,"4395 Gaddy Lane, Kelseyville, CA 95451",38.99126,-122.83065,Wastewater Treatment Facility,4952,Lake,5S,WDRMUNILRG,Active,WDR,R5-2009-0023,5A170101001,,02/05/2009,02/05/2009,,2019-02-05,0.31,,B,2.0,,,,3.0,16.0,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",Southeast Regional WW System,"2485 Old Hwy 53, Clearlake, CA 95422",38.98605,-122.62709,Wastewater Treatment Facility,4952,Lake,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5A170102002,,,07/09/2020,,,,,,,,,,2.0,25.0,
Lakeport City Municipal Sewer District,"225 Park Street, Lakeport, CA 95453",Lakeport City WWTP,"795 Linda Lane, Lakeport, CA 95453",39.01478,-122.92353,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,R5-2012-0025,5A170103001,,03/30/2012,03/30/2012,,2022-03-30,0.53,,B,2.0,,,,2.0,6.0,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",NW Regional Waste Disp Fac,"1155 Whalen Way, Lakeport, CA 95453",39.11406,-122.92255,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,5-01-111,5A170104001,,05/11/2001,05/11/2001,,2006-05-11,2.0,,B,2.0,,,,2.0,8.0,
Lake Cnty,"333 North Second Street 309, Lakeport, CA 95453",Middletown STP (SD 2-2),"20126 Hwy 175, Middletown, CA 95461",38.76915,-122.6513,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,97-249,5A170111001,,12/05/1997,12/05/1997,,2007-12-05,0.15,,B,2.0,,,,2.0,28.0,
Russell Hamel Clear Lake Resort  Services LLC Dba Konocti Harbor Resort,"8727 Soda Bay Road, Kelseyville, CA 95451",Konocti Harbor Resort,"8727 Soda Bay Road, Kelseyville, CA 95451",38.98526,-122.74074,Wastewater Treatment Facility,7011,Lake,5S,WDRMUNILRG,Active,WDR,R5-2002-0157,5A171014002,CA0083551,09/06/2002,10/24/2008,,2023-10-24,0.288,,C,3.0,,,,1.0,1.0,
Hidden Valley Lake CSD,"19400 Hartman Road, Middletown, CA 95467",Hidden Valley Lake WRF,"18896 Grange Road, Middletown, CA 95461",38.77239,-122.56625,Wastewater Treatment Facility,4952,Lake,5S,"WDR, WDRMUNILRG",Active,WDR,5-00-019,5A171034001,,01/27/2000,01/27/2000,,2010-01-27,0.894,,C,2.0,,,,2.0,20.0,
Lassen Co Waterworks Dist #1,"Po Box 363, Bieber, CA 96009",Bieber STP,"East 299 Highway, Bieber, CA 96009",41.115775,-121.137611,Wastewater Treatment Facility,4952,Lassen,5R,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A180100001,,,07/31/2015,,2031-08-01,0.04,,C,3.0,,,,1.0,1.0,
Westwood CSD,"Po Box 319, Westwood, CA 96137",Westwood STP,"First & Fir Street, Westwood, CA 96137",40.294961,-121.013683,Wastewater Treatment Facility,4952,Lassen,5R,WDRMUNILRG,Active,WDR,R5-2019-0061,5A180102001,,06/07/2019,06/07/2019,,2029-06-07,0.333,,B,2.0,,,,0.0,0.0,
Alturas City,"200 West North Street, Alturas, CA 96101",Alturas Municipal WWTP,"20099 CR 54 Road, Alturas, CA 96101",41.483391,-120.543491,Wastewater Treatment Facility,4952,Modoc,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2020-0004,5A250100001,CA0078921,03/18/2020,04/01/2020,,2024-03-31,0.5,Minor,B,3.0,,,,21.0,218.0,
Napa Berryessa Resort IMP Dist,"1195 Third Street 201, Napa, CA 94559-3092",Napa Berryessa WTF,"1465 Steele Canyon Road, Napa, CA 94558",38.509,-122.197,Wastewater Treatment Facility,4952,Napa,5S,WDRMUNILRG,Active,WDR,R5-2013-0065,5A280103002,,05/31/2013,05/31/2013,,2023-05-30,0.15,,B,2.0,,,,2.0,15.0,
Grass Valley City,"125 East Main Street, Grass Valley, CA 95945-6505",Grass Valley City WWTP,"556 C Freeman Lane, Grass Valley, CA 95949",39.20571,-121.06859,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A290100001,CAG585001,,02/01/2022,,2028-10-01,2.78,Major,A,2.0,,,,19.0,35.0,
Nevada City,"317 Broad Street, Nevada City, CA 95959",Nevada City WWTP,"650 Jordan Street, Nevada City, CA 95959",39.25975,-121.03075,Wastewater Treatment Facility,4952,Nevada,5S,NPDMUNIOTH,Active,NPDES Permit,R5-2022-0039,5A290101001,CA0079901,06/10/2022,08/01/2022,,2027-07-31,0.69,Minor,B,2.0,,,,13.0,59.0,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Lake Wildwood WWTP,"12622 Pleasant Valley Road, Penn Valley, CA 95946",39.231055,-121.21842,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNILRG, NPDMUNIOTH",Active,Enrollee - NPDES,R5-2023-0025,5A290104001,CAC439953,,08/01/2020,,2028-10-01,0.69,"Major, Minor",B,2.0,,,,9.0,18.0,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Lake of the Pines WWTP,"10903 Riata Way, Auburn, CA 95602",39.03414,-121.08119,Wastewater Treatment Facility,4952,Nevada,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A290104003,CAC439955,,08/01/2020,,2028-10-01,0.72,Minor,B,2.0,,,,11.0,34.0,
Donner Summit Public Utilities District,"Po Box 610, Soda Springs, CA 95728",Donner Summit PUD WWTP,"53823 Sherritt Lane, Soda Springs, CA 96161",39.32606,-120.39329,Wastewater Treatment Facility,4952,Nevada,5S,"NPDMUNIOTH, REC, WDRNONMUNIPRCS",Active,Enrollee - WDR,2016-0068-DDW,5A290105001,,,01/22/2023,,2026-08-05,0.52,Minor,C,3.0,,,,10.0,26.0,
Nevada CSD No 1,"950 Maidu Avenue, Nevada City, CA 95959",Cascade Shores WWTP,"14326 Gas Canyon Road, Nevada City, CA 95959",39.25995,-120.90683,Wastewater Treatment Facility,4952,Nevada,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A290107002,CAC442921,03/18/2021,04/01/2021,,2028-10-01,0.026,Minor,C,3.0,,,,8.0,19.0,
Colfax City,"Po Box 702, Colfax, CA 95713",City of Colfax WWTP,"23550 Grand View Avenue, Colfax, CA 95713",39.08429,-120.94485,Wastewater Treatment Facility,4952,Placer,5S,NPDMUNIOTH,Active,Enrollee - NPDES,R5-2023-0025,5A310101001,CAG585001,,11/01/2023,,2028-10-01,0.8,Minor,B,1.0,,,,10.0,53.0,
Placer Cnty Dept of Facility Services,"11476 C Avenue, Auburn, CA 95603","Placer Cnty SA No 28, ZONE No.6, Sheridan WWTP","E Street, Sheridan, CA 95486",38.97962,-121.37551,Wastewater Treatment Facility,4952,Placer,5S,"NPDMUNIOTH, WDRMUNILRG",Active,Enrollee - WDR,2014-0153-DWQ,5A310104011,,,12/19/2016,,2021-12-18,0.06,Minor,C,3.0,,,,1.0,3.0,
Roseville City,"2005 Hilltop Circle, Roseville, CA 95747",Dry Creek WWTP,"1800 Booth Road, Roseville, CA 95747",38.73647,-121.313656,Wastewater Treatment Facility,4952,Placer,5S,"NPDMUNILRG, SLIC, WDRMUNIENROTH",Active,Enrollee - NPDES,R5-2023-0025,5A310106001,CAC426201,,10/01/2025,,2030-09-30,18.0,Major,A,1.0,,,,5.0,8.0,
Roseville City,"2005 Hilltop Circle, Roseville, CA 95747",Pleasant Grove WWTP,"5051 Westpark Drive, Roseville, CA 95747",38.78536,-121.37736,Wastewater Treatment Facility,4952,Placer,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,5A310106007,,,07/09/2020,,,,Major,,,,,,3.0,6.0,
United Auburn Indian Community,"10720 Indian Hill Road, Auburn, CA 95603-9403",Thunder Valley Casino WWTP,"1200 Athens Avenue, Lincoln, CA 95648",38.839045,-121.307402,Wastewater Treatment Facility,7011(+),Placer,5S,"NPDESWW, NPDMUNIOTH",Active,Enrollee - NPDES,R5-2023-0025,5A31NP00001,CAC442169,,02/01/2021,,2028-10-01,0.7,Minor,B,2.0,,,,4.0,6.0,
Lincoln-SMD1 Wastewater Authority,"600 Sixth Street, Lincoln, CA 95648",Lincoln City WWTF,"1245 Fiddyment Road, Lincoln, CA 95648",38.897257,-121.335423,Wastewater Treatment Facility,4952,Placer,5S,NPDMUNILRG,Active,NPDES Permit,R5-2024-0024,5A31NP00011,CA0084476,04/19/2024,06/01/2024,,2029-05-31,5.9,Major,A,1.0,,,,3.0,6.0,
Auburn City,"1225 Lincoln Way Room 1, Auburn, CA 95603",Auburn WWTP,"10441 Ophir Road, Auburn, CA 95603",38.883523,-121.107111,Wastewater Treatment Facility,4952,Placer,5S,"NPDMUNILRG, SLIC",Active,Enrollee - NPDES,R5-2023-0025,5A31NP00042,CAC448871,,07/01/2022,,2028-10-01,1.67,"Major, Minor",A,1.0,,,,10.0,36.0,
Chester PUD,"Po Box 503, Chester, CA 96020",Chester STP,"881 First Avenue, Chester, CA 96020",40.298614,-121.227087,Wastewater Treatment Facility,4952,Plumas,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2021-0022,5A320100001,CA0077747,04/22/2021,06/01/2021,,2026-05-30,0.75,Minor,B,2.0,,,,5.0,26.0,
Indian Valley CSD,"Po Box 899, Greenville, CA 95947",Greenville Wastewater Ponds,"Hot Springs Road, Greenville, CA 95947",40.13955,-120.929264,Wastewater Treatment Facility,4952,Plumas,5R,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A320101001,,,09/16/2025,,2035-09-23,0.049,,C,2.0,,,,0.0,0.0,
Portola City,"Po Box 1225, Portola, CA 96122",Portola WWTP,"120 Main Street, Portola, CA 96122",39.805013,-120.471338,Wastewater Treatment Facility,4952,Plumas,5R,"NPDESWW, NPDMUNIOTH",Active,NPDES Permit,R5-2024-0023,5A320102001,CA0077844,04/19/2024,06/01/2024,,2029-05-31,0.5,Minor,B,2.0,,,,10.0,38.0,
American Valley CSD,"900 Spanish Creek Road, Quincy, CA 95971",American Valley WWTP,"900 Spanish Creek Road, Quincy, CA 95971",39.953802,-120.933363,Wastewater Treatment Facility,4952,Plumas,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2024-0008,5A320103001,CA0078981,02/16/2024,04/01/2024,,2029-03-31,1.6,Major,B,1.0,,,,4.0,109.0,
West Almanor Mutual Water Co,"Po Box 1640, Chester, CA 96020",Lake Almanor West,"296 Osprey Loop, Chester, CA 96020",40.234842,-121.202445,Wastewater Treatment Facility,4952,Plumas,5R,WDRMUNILRG,Active,WDR,97-254,5A320104002,,12/05/1997,12/05/1997,,2007-12-01,0.15,,C,2.0,,,,0.0,0.0,
Grizzly Lake CSD,,Delleker WWTP,"73821 Industrial Way, Portola, CA 96122",39.80371,-120.50032,Wastewater Treatment Facility,4952,Plumas,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2019-0052,5A321010001,CA0081744,06/07/2019,08/01/2019,,2024-07-31,0.4,Minor,B,2.0,,,,10.0,284.0,
Whitehawk Ranch Mutual Water Company,"Po Box 147, Clio, CA 96106-0147",Whitehawk Ranch WWTP,"100 Miners Passage, Clio, CA 96106",39.72126,-120.54676,Wastewater Treatment Facility,4952,Plumas,5R,"WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A321018001,,,12/09/2015,,2031-12-01,0.025,,C,3.0,,,,0.0,0.0,
Grizzly Ranch CSD,"11777 San Vicente Blvd, #900, Los Angeles, CA 90049-5101",Grizzly Ranch CSD,"4456 Grizzly Road, Portola, CA 96122",39.804167,-120.491389,Wastewater Treatment Facility,4952,Plumas,5R,"NPDMUNIOTH, REC, WDRMUNIENROTH",Active,Enrollee - WDR,2014-0153-DWQ,5A32NC00018,,,06/07/2019,,2029-09-23,0.015,Minor,B,3.0,,,,0.0,0.0,
Sacramento Area Sewer District (SacSewer),,EchoWater Resource Recovery Facility,"8521 Laguna Station Road, Elk Grove, CA 95758",38.44865,-121.46367,Wastewater Treatment Facility,4952,Sacramento,5S,NPDMUNILRG,Active,NPDES Permit,R5-2021-0019-02,5A340108002,CA0077682,04/22/2021,06/01/2021,,2026-05-31,181.0,Major,A,1.0,,,,11.0,13.0,
Sacramento City,"1395 35th Avenue, Sacramento, CA 95822",Sac City Combined WW Collection/TRT Sys,"1395 35th Avenue, Sacramento, CA 95822",38.521584,-121.506797,Wastewater Treatment Facility,4952,Sacramento,5S,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2026-0003,5A340114001,CA0079111,02/27/2026,04/01/2026,,2031-03-31,380.0,Major,A,1.0,,,,3.0,11.0,
Sacramento Regional County Sanitation District (Regional San),"8521 Laguna Station Road, Elk Grove, CA 95758-4153",EchoWater Resource Recovery Facility,"8521 Laguna Station Road, Elk Grove, CA 95758",38.44865,-121.46367,Wastewater Treatment Facility,4952,Sacramento,5S,"NPDMUNILRG, REC, SLIC",Active,Enrollee - WDR,2016-0068-DDW,5A34NC00114,,,01/30/2023,,2026-08-05,10.0,Major,C,3.0,,,,11.0,13.0,
Shasta CSA #13,"1855 Placer Street, Redding, CA 96001",Alpine Meadows/Whispering Wood,"Hwy 44, Shingletown, CA 96088",40.49369,-121.87808,Wastewater Treatment Facility,4952,Shasta,5R,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,5A450001003,,,06/07/2019,,2029-09-23,0.02,,B,3.0,,,,1.0,1.0,
Shasta CSA #17,"1855 Placer Street, Redding, CA 96001",Cottonwood WWTP,"3425 Live Oak, Cottonwood, CA 96022",40.385314,-122.267358,Wastewater Treatment Facility,4952,Shasta,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2024-0026,5A450001005,CA0081507,04/19/2024,06/01/2024,,2029-05-31,0.43,Minor,B,1.0,,,,9.0,129.0,
Anderson City,"1887 Howard Street, Anderson, CA 96007-3340",Anderson WPCP,"3701 Rupert Road, Anderson, CA 96007",40.466044,-122.280904,Wastewater Treatment Facility,4952,Shasta,5R,"NPDMUNILRG, NPDNONMUNIPRCS, SLIC",Active,NPDES Permit,R5 2025-0011,5A450100001,CA0077704,02/21/2025,04/01/2025,,2029-03-31,2.0,Major,A,1.0,,,,2.0,16.0,
City of Redding,"777 Cypress Avenue, Redding, CA 96001-6071",Clear Creek WWTP,"2220 Metz Road, Anderson, CA 96007",40.502262,-122.369704,Wastewater Treatment Facility,4952,Shasta,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2022-0040,5A450103001,CA0079731,06/10/2022,08/01/2022,,2027-07-31,8.8,Major,A,1.0,,,,6.0,24.0,
City of Redding,"777 Cypress Avenue, Redding, CA 96001-6071",Stillwater WWTF,"6475 Airport Road, Anderson, CA 96007",40.4722,-122.294071,Wastewater Treatment Facility,4952,Shasta,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2023-0017,5A450103004,CA0082589,04/27/2023,06/01/2023,,2028-05-31,3.4,Major,A,1.0,,,,7.0,23.0,
Shasta Lake City,"Po Box 777, Shasta Lake, CA 96019",Shasta Lake WWTF,"3700 Tibbits Road, Shasta Lake, CA 96019",40.664722,-122.379444,Wastewater Treatment Facility,4952,Shasta,5R,"NPDMUNILRG, SLIC",Active,NPDES Permit,R5-2020-0058,5A450105001,CA0079511,12/22/2020,02/01/2021,,2026-01-31,1.3,Major,A,1.0,,,,8.0,89.0,
Burney WD,"20222 Hudson Street, Burney, CA 96013",Burney STP,"20222 Hudson Street, Burney, CA 96013",40.903303,-121.642831,Wastewater Treatment Facility,4952,Shasta,5R,WDRMUNILRG,Active,WDR,R5-2017-0050,5A450107001,,04/07/2017,04/07/2017,,2027-04-07,0.44,,B,2.0,,,,0.0,0.0,
Fall River Mills CSD,"Po Box 427, Fall River Mills, CA 96028",Fall River Mills STP,"Reynolds Road, Fall River Mills, CA 96028",41.012142,-121.442797,Wastewater Treatment Facility,4952,Shasta,5R,"WDR, WDRMUNILRG, WDRMUNIOTH",Active,Enrollee - WDR,2014-0153-DWQ,5A450117001,,,12/05/2014,,2031-12-02,0.076,,C,3.0,,,,0.0,0.0,
Loyalton City,"210 Front Street, Loyalton, CA 96118",City of Loyalton and Grandi Ranch WWTF,"403 Poole Lane, Loyalton, CA 96118",39.668121,-120.254606,Wastewater Treatment Facility,4952,Sierra,5S,"WDR, WDRMUNILRG",Active,WDR,R5-2009-0108,5A460100001,,10/08/2009,10/08/2009,,2019-10-07,0.1825,,B,2.0,,,,0.0,0.0,
Dunsmuir City,"5915 Dunsmuir Avenue, Dunsmuir, CA 96025",Dunsmuir WWTP,"1100 South First Street, Dunsmuir, CA 96025",41.201809,-122.272443,Wastewater Treatment Facility,4952,Siskiyou,5R,"NPDESWW, NPDMUNIOTH",Active,NPDES Permit,R5-2024-0009,5A470101001,CA0078441,02/16/2024,04/01/2024,,2029-03-31,0.3,Minor,B,1.0,,,,4.0,97.0,
McCloud Community Services District,"Po Box 640, Mccloud, CA 96057",McCloud WWTF,"Squaw Valley Road, Mccloud, CA 96057",41.21955,-122.14451,Wastewater Treatment Facility,4952,Siskiyou,5R,WDRMUNILRG,Active,WDR,R5-2017-0078,5A470102002,,06/09/2017,06/09/2017,,2027-06-09,0.3,,C,2.0,,,,0.0,0.0,
Mt Shasta City,"305 North Mt Shasta Boulevard, Mt Shasta, CA 96067",Mount Shasta WWTP,"2500 Grant Road, Mount Shasta, CA 96067",41.278084,-122.302111,Wastewater Treatment Facility,4952,Siskiyou,5R,NPDMUNIOTH,Active,NPDES Permit,R5-2023-0016,5A470105001,CA0078051,04/27/2023,06/01/2023,,2028-05-31,0.8,Minor,B,1.0,,,,18.0,172.0,
Dixon City PWD,"600 East  A Street, Dixon, CA 95620",Dixon WWTF,"6915 Pedrick Road, Dixon, CA 95620",38.398092,-121.811078,Wastewater Treatment Facility,4952,Solano,SB,"SLIC, WDR, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,5A480101001,,,07/09/2020,,,,,,,,,,0.0,0.0,
Rio Vista City,"3000 Airport Road, Rio Vista, CA 94571",Beach WWTF,"1000 Beach Drive, Rio Vista, CA 94571",38.150105,-121.695111,Wastewater Treatment Facility,4952,Solano,5S,NPDMUNIOTH,Active,NPDES Permit,R5-2024-0054,5A480104001,CA0079588,10/18/2024,12/01/2024,,2029-11-30,0.65,Minor,B,2.0,,,,19.0,73.0,
