Unit Process,Facility/Project Name,CWNS Number,Treatment Type,Present,Projected,Change Type,Back Up,Planned Year,Additional Notes,Last Updated Date,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
"Pumping, Influent",PROCTORS CREEK WWTP,51000162002,Preliminary,Y,Y,No Change,N,,,10/07/2008,VA0060194,Individual Permit,CHESTERFIELD COUNTY,Chesterfield,Appomattox,02080207,4th Congressional District,VA,3,MAP
"Pumping, Influent",MOORES CREEK STP,51000184003,Preliminary,Y,Y,No Change,N,,,03/09/2009,VA0025518,Individual Permit,RIVANNA WATER AND SEWER AUTHORITY,Charlottesville,Rivanna,02080204,5th Congressional District,VA,3,MAP
"Pumping, Influent",Western Virginia Water Auth. WWTP,51000213001,Preliminary,Y,Y,No Change,N,,,09/30/2008,VA0025020,Individual Permit,Western Virginia Water Authority,Roanoke City,Upper Roanoke,03010101,6th Congressional District,VA,3,MAP
"Pumping, Influent",Oneida (Co) Oneida Co.WPCP,36006158001,Preliminary,Y,Y,No Change,N,,,06/20/2001,NY0025780,Individual Permit,ONEIDA COUNTY WATER POLLUTION CONTROL,Oneida,Mohawk,02020004,22nd Congressional District,NY,2,MAP
"Pumping, Influent",Onondaga (Co) Metro Syracuse STP,36007136001,Preliminary,Y,Y,No Change,N,,"Capacity 240 MGD, 4 Installed, 1 Back-Up",07/18/2008,NY0027081,Individual Permit,Onondaga County Dept. of Drainage & Sanitation,Onondaga,Seneca,04140201,24th Congressional District,NY,2,MAP
"Pumping, Influent",Pulaski (V) WWTP,36007195001,Preliminary,Y,Y,No Change,N,,,03/23/2001,NY0020257,Individual Permit,"PULASKI, VILLAGE OF",Oswego,Salmon-Sandy,04140102,22nd Congressional District,NY,2,MAP
"Pumping, Influent",Ithaca (C) Ithaca Area STP,36007227001,Preliminary,Y,Y,No Change,N,,,09/17/2008,NY0026638,Individual Permit,ITHACA CITY OF,Tompkins,Seneca,04140201,23rd Congressional District,NY,2,MAP
"Pumping, Influent",East Aurora (V) WWTP,36009084001,Preliminary,N,Y,New,N,,,03/22/2001,NY0028436,Individual Permit,EAST AURORA - VILLAGE OF,Erie,Buffalo-Eighteenmile,04120103,27th Congressional District,NY,2,MAP
"Pumping, Influent",Elma (T) SD#4 STP,36009086004,Preliminary,Y,Y,No Change,N,,,09/10/2001,NY0032051,Individual Permit,"ELMA, TOWN OF",Erie,Buffalo-Eighteenmile,04120103,27th Congressional District,NY,2,MAP
"Pumping, Influent",Dorado WWTP,72000001003,Preliminary,Y,Y,No Change,N,,,06/17/2008,PR0020460,Individual Permit,PRASA,Dorado,Eastern Puerto Rico,21010005,98th Congressional District,PR,2,MAP
"Pumping, Influent",Arecibo WWTP,72000002001,Preliminary,Y,Y,No Change,N,,,06/17/2008,PR0023710,Individual Permit,PRASA,Arecibo,Cibuco-Guajataca,21010002,98th Congressional District,PR,2,MAP
"Pumping, Influent",Barceloneta Regional WWTP,72000002003,Preliminary,Y,Y,No Change,N,,,06/18/2008,PR0021237,Individual Permit,PRASA,Barceloneta,Cibuco-Guajataca,21010002,98th Congressional District,PR,2,MAP
"Pumping, Influent",Ponce Regional WWTP,72000004001,Preliminary,Y,Y,No Change,N,,,06/18/2008,PR0021563,Individual Permit,PRASA,Ponce,Southern Puerto Rico,21010004,98th Congressional District,PR,2,MAP
"Pumping, Influent",BLUE PLAINS STP,11000001001,Preliminary,Y,Y,"Rehabilitation, Replacement",N,,Improve pumping reliability,11/08/2012,DC0021199,Individual Permit,District of Columbia Water and Sewer Authority,District of Columbia,Middle Potomac-Anacostia-Occoquan,02070010,98th Congressional District,DC,3,MAP
"Pumping, Influent",KENT COUNTY STP,10000011001,Preliminary,Y,Y,No Change,N,,,03/20/2009,DE0020338,Individual Permit,KENT COUNTY LEVY COURT,Kent,Broadkill-Smyrna,02040207,0th Congressional District,DE,3,MAP
"Pumping, Influent",WILMINGTON STP,10000027001,Preliminary,Y,Y,No Change,N,,,03/20/2009,DE0020320,Individual Permit,WILMINGTON CITY COUNCIL,New Castle,Brandywine-Christina,02040205,0th Congressional District,DE,3,MAP
"Pumping, Influent",Patapsco WWTP,24000001002,Preliminary,Y,Y,No Change,N,,,03/27/2009,MD0021601,Individual Permit,City of Baltimore DPW,Baltimore City,Gunpowder-Patapsco,02060003,2nd Congressional District,MD,3,MAP
"Pumping, Influent",SOD RUN WWTP,24000013001,Preliminary,Y,Y,No Change,N,,,11/06/2008,MD0056545,Individual Permit,HARFORD COUNTY DPW,Harford,Gunpowder-Patapsco,02060003,2nd Congressional District,MD,3,MAP
"Pumping, Influent",Little Patuxent WWTP,24000017001,Preliminary,Y,Y,No Change,N,,,02/09/2009,MD0055174,Individual Permit,HOWARD COUNTY DPW,Howard,Patuxent,02060006,2nd Congressional District,MD,3,MAP
"Pumping, Influent",CUMBERLAND WWTP,24000031001,Preliminary,Y,Y,No Change,N,,,10/03/2008,MD0021598,Individual Permit,"CUMBERLAND, MAYOR OF",Allegany,North Branch Potomac,02070002,6th Congressional District,MD,3,MAP
"Pumping, Influent",CONEMAUGH TWP - JEROME STP,42000088001,Preliminary,Y,Y,No Change,N,,,11/02/2004,PA0217301,Individual Permit,CONEMAUGHTWP,Somerset,Youghiogheny,05020006,12th Congressional District,PA,3,MAP
"Pumping, Influent",BETHLEHEM CITY STP,42001031001,Preliminary,Y,Y,No Change,N,,,12/26/2008,PA0026042,Individual Permit,"BETHLEHEM AUTHORITY, CITY",Northampton,Lehigh,02040106,15th Congressional District,PA,3,MAP
"Pumping, Influent",GRATZ BORO STP,42001154001,Preliminary,Y,Y,No Change,N,,,08/13/2004,PA0088188,Individual Permit,GRATZ BOROUGH MUN AUTH,Dauphin,Lower Susquehanna-Swatara,02050305,11th Congressional District,PA,3,MAP
"Pumping, Influent",SCRANTON SEWER AUTHORITY,42002002001,Preliminary,Y,Y,Replacement,N,,,07/09/2008,PA0026492,Individual Permit,SCRANTON CITY SEW AUTH,Lackawanna,Upper Susquehanna-Lackawanna,02050107,17th Congressional District,PA,3,MAP
"Pumping, Influent",NESCOPECK STP,42002004001,Preliminary,Y,Y,No Change,N,,,10/15/2004,PA0020745,Individual Permit,NESCOPECK BOROUGH AUTHORITY,Luzerne,Upper Susquehanna-Tunkhannock,02050106,11th Congressional District,PA,3,MAP
"Pumping, Influent",CENTRAL CARBON REGIONAL STP,42002125001,Preliminary,Y,Y,No Change,N,,,08/31/2004,PA0063711,Individual Permit,CENTRAL CARBON MUN AUTH,Carbon,Lehigh,02040106,17th Congressional District,PA,3,MAP
"Pumping, Influent",DUNCAN TWP ANTRIM STP,42002229001,Preliminary,Y,Y,No Change,N,,,11/08/2004,PA0228524,Individual Permit,DUNCAN TWP.,Tioga,Tioga,02050104,10th Congressional District,PA,3,MAP
"Pumping, Influent",Raritan Township MUA- South Main STP/CS/Septics,34002492001,Preliminary,Y,Y,Rehabilitation,N,,,07/16/2008,NJ0022047,Individual Permit,Raritan Township MUA,Hunterdon,Raritan,02030105,7th Congressional District,NJ,2,MAP
"Pumping, Influent",Long Branch City SA - CS/STP,34003057001,Preliminary,Y,Y,Rehabilitation,N,,,01/06/2005,NJ0024783,Individual Permit,Long Branch Sewerage Authority,Monmouth,Sandy Hook-Staten Island,02030104,6th Congressional District,NJ,2,MAP
"Pumping, Influent",Ocean County UA Northern WPCF - CS/STP,34003079001,Preliminary,Y,Y,No Change,N,2028,,11/25/2008,NJ0028142,Individual Permit,Ocean County UA,Ocean,Mullica-Toms,02040301,3rd Congressional District,NJ,2,MAP
"Pumping, Influent",Ocean County UA Central WPCF - CS/STP,34003079002,Preliminary,Y,Y,Instrumentation/Electrical/Laboratory,N,2028,,11/25/2008,NJ0029408,Individual Permit,Ocean County UA,Ocean,Mullica-Toms,02040301,3rd Congressional District,NJ,2,MAP
"Pumping, Influent",Ocean County UA Southern WPCF - CS/STP,34003079003,Preliminary,Y,Y,No Change,N,2028,,11/25/2008,NJ0026018,Individual Permit,Ocean County UA,Ocean,Mullica-Toms,02040301,2nd Congressional District,NJ,2,MAP
"Pumping, Influent",Camden County MUA - CS-CSO/WWTP,34006012001,Preliminary,Y,Y,No Change,N,,,12/09/2008,NJ0026182,Individual Permit,Camden County Municipal Utilities Authority,Camden,Lower Delaware,02040202,1st Congressional District,NJ,2,MAP
"Pumping, Influent",Gloucester County UA - CS/STP,34006039001,Preliminary,Y,Y,No Change,N,,,02/06/2009,NJ0024686,Individual Permit,Gloucester County Utilities Authority,Gloucester,Lower Delaware,02040202,1st Congressional District,NJ,2,MAP
"Pumping, Influent",Maple Shade Township - STP/CS/Septics,34006284001,Preliminary,Y,Y,No Change,N,,,10/10/2008,NJ0069167,Individual Permit,Maple Shade Township,Burlington,Lower Delaware,02040202,1st Congressional District,NJ,2,MAP
"Pumping, Influent",Evesham Township MUA - Woodstream STP/CS,34007031002,Preliminary,Y,Y,No Change,N,,,10/07/2008,NJ0024040,Individual Permit,Evesham Municipal Utilities Authority,Burlington,Lower Delaware,02040202,3rd Congressional District,NJ,2,MAP
"Pumping, Influent",Ewing Lawrence SA - CS/STP,34007032001,Preliminary,Y,Y,No Change,N,,,02/05/2009,NJ0024759,Individual Permit,Ewing-Lawrence SA,Mercer,Middle Delaware-Musconetcong,02040105,12th Congressional District,NJ,2,MAP
"Pumping, Influent",Mt Holly MUA - Maple Avenue WWTP,34007071002,Preliminary,N,Y,New,N,,,01/20/2005,,,Mount Holly MUA,Burlington,Lower Delaware,02040202,3rd Congressional District,NJ,2,MAP
"Pumping, Influent",Pemberton Township MUA - CS/Septics,34007083001,Preliminary,Y,Y,No Change,N,,,09/11/2008,NJ0024821,Individual Permit,Pemberton Township MUA,Burlington,Lower Delaware,02040202,3rd Congressional District,NJ,2,MAP
"Pumping, Influent",New York (C) - Wards Island WPCP,36002001001,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/03/2001,NY0026131,Individual Permit,NYCDEP,New York,Northern Long Island,02030201,12th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Hunts Point WPCP,36002001002,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/03/2001,NY0026191,Individual Permit,NYCDEP,Bronx,Northern Long Island,02030201,15th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Bowery Bay WPCP,36002001003,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/08/2001,NY0026158,Individual Permit,NYCDEP,Queens,Northern Long Island,02030201,14th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Tallman Island WPCP,36002001004,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/08/2001,NY0026239,Individual Permit,NYCDEP,Queens,Northern Long Island,02030201,14th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Jamaica WPCP,36002001005,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/09/2001,NY0026115,Individual Permit,NYCDEP,Queens,Southern Long Island,02030202,5th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - 26th. Ward WPCP,36002001006,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/09/2001,NY0026212,Individual Permit,NYCDEP,Kings,Southern Long Island,02030202,8th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Red Hook WPCP,36002001007,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/09/2001,NY0027073,Individual Permit,NYCDEP,Kings,Northern Long Island,02030201,7th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Port Richmond WPCP,36002001008,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/09/2001,NY0026107,Individual Permit,NYCDEP,Richmond,Sandy Hook-Staten Island,02030104,11th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Coney Island WPCP,36002001009,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/10/2001,NY0026182,Individual Permit,NYCDEP,Kings,Southern Long Island,02030202,9th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Owls Head WPCP,36002001010,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/10/2001,NY0026166,Individual Permit,NYCDEP,Kings,Northern Long Island,02030201,10th Congressional District,NY,2,MAP
"Pumping, Influent",New York (C) - Newtown Creek WPCP,36002001011,Preliminary,Y,Y,"Rehabilitation, Process Improvement",N,,,05/10/2001,NY0026204,Individual Permit,NYCDEP,Kings,Northern Long Island,02030201,12th Congressional District,NY,2,MAP
"Pumping, Influent",Kankakee River Metropolitan Agency,17000073001,Preliminary,Y,Y,No Change,N,,,12/15/2008,IL0021784,Individual Permit,KANKAKEE RIVER METROPOLITAN AGENCY (KRMA),Kankakee,Kankakee,07120001,2nd Congressional District,IL,5,MAP
"Pumping, Influent",JOLIET-WESTSIDE STP,17000149004,Preliminary,Y,Y,No Change,N,,,02/05/2009,IL0033553,Individual Permit,"JOLIET, CITY OF",Will,Des Plaines,07120004,11th Congressional District,IL,5,MAP
"Pumping, Influent",SAUGET - AMERICAN BOTTOMS REG. STP,17000238001,Preliminary,Y,Y,Expansion,N,,,12/15/2008,IL0065145,Individual Permit,"SAUGET, CITY OF",St. Clair,Cahokia-Joachim,07140101,12th Congressional District,IL,5,MAP
"Pumping, Influent",EAST MOLINE REGIONAL STP,17000334001,Preliminary,Y,Y,No Change,N,,,11/10/2008,IL0028550,Individual Permit,"EAST MOLINE, CITY OF",Rock Island,Copperas-Duck,07080101,17th Congressional District,IL,5,MAP
"Pumping, Influent",ROCK RIVER W.R.D.,17000347001,Preliminary,Y,Y,No Change,N,,,12/09/2008,IL0027201,Individual Permit,ROCKFORD SANITARY DIST.,Winnebago,Lower Rock,07090005,17th Congressional District,IL,5,MAP
"Pumping, Influent",SPFLD METRO SD SPRING CREEK WWTP,17000402001,Preliminary,Y,Y,"Increase Capacity, Replacement, Update",N,,,03/06/2008,IL0021989,Individual Permit,SPRINGFIELD SANITARY DIST,Sangamon,Lower Sangamon,07130008,18th Congressional District,IL,5,MAP
"Pumping, Influent",HOPEWELL REGIONAL WWTP,51000238001,Preliminary,Y,Y,No Change,N,,,10/07/2008,VA0066630,Individual Permit,"HOPEWELL, CITY OF",Hopewell,Lower James,02080206,4th Congressional District,VA,3,MAP
"Pumping, Influent",TOTOPOTOMOY WWTP,51000295001,Preliminary,Y,Y,No Change,N,,,10/06/2008,VA0089915,Individual Permit,HANOVER COUNTY,Hanover,Pamunkey,02080106,7th Congressional District,VA,3,MAP
"Pumping, Influent",BOAT HARBOR W P C F,51000308001,Preliminary,Y,Y,Increase Capacity,N,,,01/16/2009,VA0081256,Individual Permit,HAMPTON ROADS SAN DIST,Newport News,Lower James,02080206,3rd Congressional District,VA,3,MAP
"Pumping, Influent",ARMY BASE W P C F,51000308006,Preliminary,Y,Y,Increase Capacity,N,,,12/17/2008,VA0081230,Individual Permit,HAMPTON ROADS SAN DIST,Norfolk,Lower Chesapeake Bay,02080101,2nd Congressional District,VA,3,MAP
"Pumping, Influent",VIRGINIA INITIATIVE PLANT,51000308007,Preliminary,Y,Y,Rehabilitation,N,,,01/16/2009,VA0081281,Individual Permit,HAMPTON ROAD SAN DIST,Norfolk,Hampton Roads,02080208,2nd Congressional District,VA,3,MAP
"Pumping, Influent",ALEXANDRIA STP,51000318001,Preliminary,Y,Y,No Change,N,,,10/08/2008,VA0025160,Individual Permit,ALEXANDRIA SANITATION,Alexandria,Middle Potomac-Anacostia-Occoquan,02070010,8th Congressional District,VA,3,MAP
"Pumping, Influent",LOWER POTOMAC STP,51000322006,Preliminary,Y,Y,No Change,N,,,11/16/2008,VA0025364,Individual Permit,"FAIRFAX, COUNTY OF",Fairfax,Middle Potomac-Anacostia-Occoquan,02070010,8th Congressional District,VA,3,MAP
"Pumping, Influent",ANNISTON CHOCCOLOCCO WWTP,01000007001,Preliminary,Y,Y,No Change,N,,,03/13/2009,AL0022195,Individual Permit,CITY OF ANNISTON WW & SB,Calhoun,Middle Coosa,03150106,3rd Congressional District,AL,4,MAP
"Pumping, Influent",DECATUR DRY CREEK WWTP,01000045001,Preliminary,Y,Y,No Change,N,,,02/25/2009,AL0048593,Individual Permit,DECATUR UTILITIES,Morgan,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
"Pumping, Influent",ALBERTVILLE EASTSIDE WWTP,01000205001,Preliminary,Y,Y,Replacement,N,2010,,03/09/2009,AL0020192,Individual Permit,ALBERTVILLE MUNICIPAL UTIL BD,Marshall,Guntersville Lake,06030001,4th Congressional District,AL,4,MAP
"Pumping, Influent",CHEROKEE COUNTY WWTP,01000325001,Preliminary,Y,Y,No Change,N,,,08/22/2001,AL0057592,Individual Permit,Cherokee County Water & Sewer Authority,Cherokee,Upper Coosa,03150105,3rd Congressional District,AL,4,MAP
"Pumping, Influent",Florence Cypress Creek WWTP,01200100028,Preliminary,Y,Y,No Change,N,,,03/10/2009,AL0023884,Individual Permit,Florence Water- Wastewater Department,Lauderdale,Pickwick Lake,06030005,5th Congressional District,AL,4,MAP
"Pumping, Influent",FT. MYERS CENTRAL AWTP,12000125001,Preliminary,Y,Y,No Change,N,,,05/16/2008,FL0021261,Individual Permit,Fort Myers,Lee,Caloosahatchee,03090205,19th Congressional District,FL,4,MAP
"Pumping, Influent",FT. MYERS SOUTH AWTP,12000125002,Preliminary,Y,Y,No Change,N,,,05/16/2008,FL0021270,Individual Permit,Fort Myers,Lee,Caloosahatchee,03090205,19th Congressional District,FL,4,MAP
"Pumping, Influent",N KY SD1 - EASTERN REGIONAL STP,21000056006,Preliminary,Y,Y,No Change,N,,,03/19/2009,KY0105031,Individual Permit,N KY Sanitation District No. 1,Campbell,Ohio Brush-Whiteoak,05090201,4th Congressional District,KY,4,MAP
"Pumping, Influent",COLUMBIA STP,21000074001,Preliminary,Y,Y,No Change,N,,,09/12/2012,KY0024317,Individual Permit,Columbia Adair Utilities District WWTP,Adair,Upper Green,05110001,1st Congressional District,KY,4,MAP
"Pumping, Influent",LAWRENCEBURG WWTP,21000271001,Preliminary,Y,Y,No Change,N,,,02/15/2009,KY0021067,Individual Permit,LAWRENCEBURG STP,Anderson,Salt,05140102,6th Congressional District,KY,4,MAP
"Pumping, Influent",HATTIESBURG SOUTH LAGOON,28000535001,Preliminary,Y,Y,No Change,N,,,03/16/2009,MS0020303,Individual Permit,"HATTIESBURG, CITY OF",Forrest,Lower Leaf,03170005,4th Congressional District,MS,4,MAP
"Pumping, Influent","JACKSON POTW, SAVANNA STREET",28000615001,Preliminary,Y,Y,No Change,N,,,03/16/2009,MS0024295,Individual Permit,JACKSON CITY OF,Hinds,Middle Pearl-Strong,03180002,2nd Congressional District,MS,4,MAP
"Pumping, Influent",MERIDIAN POTW,28000805001,Preliminary,Y,Y,No Change,N,,,03/18/2009,MS0020117,Individual Permit,"MERIDIAN, CITY OF",Lauderdale,Chunky-Okatibbee,03170001,3rd Congressional District,MS,4,MAP
"Pumping, Influent",BROOKLYN POTW,28001596001,Preliminary,N,Y,New,N,,,11/21/2004,,,BROOKLYN UTILITY SEWAGE District Inc.,Forrest,Black,03170007,4th Congressional District,MS,4,MAP
"Pumping, Influent",ROCKFISH CREEK WWTP,37002601002,Preliminary,Y,Y,No Change,N,,,12/09/2008,NC0050105,Individual Permit,"FAYETTEVILLE, CITY OF",Cumberland,Upper Cape Fear,03030004,2nd Congressional District,NC,4,MAP
"Pumping, Influent",ROCKY MOUNT WWTP,37003301001,Preliminary,Y,Y,No Change,N,,,12/16/2008,NC0030317,Individual Permit,"ROCKY MOUNT, CITY OF",Edgecombe,Upper Tar,03020101,1st Congressional District,NC,4,MAP
"Pumping, Influent",IRWIN CREEK WWTP,37006001003,Preliminary,Y,Y,No Change,N,,,02/09/2009,NC0024945,Individual Permit,CHARLOTTE-MECKLENBURG UTI,Mecklenburg,Lower Catawba,03050103,12th Congressional District,NC,4,MAP
"Pumping, Influent",SUGAR CREEK WWTP,37006001005,Preliminary,Y,Y,Expansion,N,,,02/10/2009,NC0024937,Individual Permit,CHARLOTTE-MECKLENBURG UTI,Mecklenburg,Lower Catawba,03050103,9th Congressional District,NC,4,MAP
"Pumping, Influent",MASON FARM WWTP,37006805001,Preliminary,Y,Y,Expansion,N,,,12/19/2008,NC0025241,Individual Permit,ORANGE WAT AND SEW AUTH,Orange,Haw,03030002,4th Congressional District,NC,4,MAP
"Pumping, Influent",NORTH CARY WWTP,37009203002,Preliminary,Y,Y,No Change,N,,,12/16/2008,NC0048879,Individual Permit,TOWN OF CARY,Wake,Upper Neuse,03020201,2nd Congressional District,NC,4,MAP
"Pumping, Influent",SOUTH CARY WWTP,37009203003,Preliminary,Y,Y,No Change,N,,,04/15/2009,NC0065102,Individual Permit,TOWN OF CARY,Wake,Upper Neuse,03020201,13th Congressional District,NC,4,MAP
"Pumping, Influent",BENTON WWTP,47000120001,Preliminary,Y,Y,No Change,N,,,11/24/2004,TN0067334,Individual Permit,"BENTON, CITY OF",Polk,Ocoee,06020003,3rd Congressional District,TN,4,MAP
"Pumping, Influent",Benton-Decatur WWTP,47000122001,Preliminary,N,Y,New,N,,,07/18/2001,TN0078042,Individual Permit,Benton-Decatur Co. Sewer District,Benton,Lower Tennessee-Beech,06040001,7th Congressional District,TN,4,MAP
"Pumping, Influent",Blaine Wastewater System,47000142001,Preliminary,N,Y,New,N,,,09/15/2004,TN0074080,Individual Permit,"Blaine, City of",Grainger,Holston,06010104,2nd Congressional District,TN,4,MAP
"Pumping, Influent",BRISTOL WWTP #2,47000170002,Preliminary,Y,Y,No Change,N,,,02/19/2009,TN0023531,Individual Permit,"BRISTOL, CITY OF PUB WKS",Sullivan,South Fork Holston,06010102,1st Congressional District,TN,4,MAP
"Pumping, Influent",BROWNSVILLE LAGOON,47000175002,Preliminary,Y,Y,No Change,N,,,08/23/2004,TN0075078,Individual Permit,Brownsville Energy Authority,Haywood,Lower Hatchie,08010208,8th Congressional District,TN,4,MAP
"Pumping, Influent",LERAYSVILLE BORO STP,42002267001,Preliminary,Y,Y,No Change,N,,,12/02/2004,PA0209520,Individual Permit,LE RAYSVILLE BORO S.A.,Bradford,Upper Susquehanna-Tunkhannock,02050106,10th Congressional District,PA,3,MAP
"Pumping, Influent",HONESDALE STP (Central Wayne),42002327001,Preliminary,Y,Y,No Change,N,,,12/17/2004,PA0023469,Individual Permit,HONESDALE MA,Wayne,Lackawaxen,02040103,10th Congressional District,PA,3,MAP
"Pumping, Influent",LEHIGH TWP - PENNSVILLE STP,42002349001,Preliminary,Y,Y,No Change,N,,,01/28/2005,PA0063231,Individual Permit,LEHIGH TWP SEW AUTH,Northampton,Lehigh,02040106,15th Congressional District,PA,3,MAP
"Pumping, Influent",MAPLETON STP,42003078001,Preliminary,Y,Y,No Change,N,,,08/13/2004,PA0087513,Individual Permit,MAPLETON AREA JOINT MUN AUTH,Huntingdon,Lower Juniata,02050304,5th Congressional District,PA,3,MAP
"Pumping, Influent",CONEWAGO TWP. STP,42003269001,Preliminary,Y,Y,No Change,N,,,11/03/2004,PA0084425,Individual Permit,CONEWAGO TWP,York,Lower Susquehanna-Swatara,02050305,4th Congressional District,PA,3,MAP
"Pumping, Influent",SPRINGFIELD TWP SEW AUTH,42003282001,Preliminary,Y,Y,No Change,N,,,11/03/2004,PA0086860,Individual Permit,SPRINGFIELD TWP SEW AUTH,York,Lower Susquehanna,02050306,4th Congressional District,PA,3,MAP
"Pumping, Influent",CENTRE HALL POTTER STP,42004055001,Preliminary,Y,Y,No Change,N,,,08/31/2004,PA0209147,Individual Permit,CENTRE HALL POTTER SEW AUTH,Centre,Lower Susquehanna-Penns,02050301,5th Congressional District,PA,3,MAP
"Pumping, Influent",MOSHANNON VALLEY STP,42004072001,Preliminary,Y,Y,Increase Capacity,N,,,03/12/2004,PA0037966,Individual Permit,MOSHANNON VALLEY JT SA,Centre,Upper West Branch Susquehanna,02050201,5th Congressional District,PA,3,MAP
"Pumping, Influent",ORANGEVILLE BORO STP,42004088001,Preliminary,Y,Y,No Change,N,,,12/13/2004,PA0114308,Individual Permit,ORANGEVILLE BORO MUN AUTH,Columbia,Upper Susquehanna-Lackawanna,02050107,11th Congressional District,PA,3,MAP
"Pumping, Influent",WEST BRANCH SEW AUTH STP,42004107001,Preliminary,Y,Y,No Change,N,,,08/31/2004,PA0205869,Individual Permit,WEST BRANCH SEWER AUTH,Cambria,Upper West Branch Susquehanna,02050201,9th Congressional District,PA,3,MAP
"Pumping, Influent",HASTINGS AREA STP,42004110001,Preliminary,Y,Y,No Change,N,,,11/15/2004,PA0023141,Individual Permit,HASTINGS AREA SEWER AUTH,Cambria,Upper West Branch Susquehanna,02050201,9th Congressional District,PA,3,MAP
"Pumping, Influent",MONTOUR TWP STP,42004263002,Preliminary,Y,Y,No Change,N,,,12/13/2004,PA0209058,Individual Permit,MONTOUR TWP,Columbia,Lower West Branch Susquehanna,02050206,11th Congressional District,PA,3,MAP
"Pumping, Influent",E CHILLISQUAQUE - POTTS GROVE STP,42004273001,Preliminary,Y,Y,No Change,N,,,11/04/2004,PA0228478,Individual Permit,EAST CHILLISQUAQUE TWP,Northumberland,Lower West Branch Susquehanna,02050206,10th Congressional District,PA,3,MAP
"Pumping, Influent",LOGANTON  BORO AUTH STP,42004293100,Preliminary,Y,Y,No Change,N,,,12/13/2004,PA0209031,Individual Permit,LOGANTON BORO SEW AUTH,Clinton,Lower West Branch Susquehanna,02050206,5th Congressional District,PA,3,MAP
"Pumping, Influent",CADOGAN TWP STP,42005054002,Preliminary,Y,Y,No Change,N,,,10/29/2004,PA0218928,Individual Permit,CADOGAN TWP,Armstrong,Middle Allegheny-Redbank,05010006,3rd Congressional District,PA,3,MAP
"Pumping, Influent",SAXONBURG AREA STP,42005113001,Preliminary,Y,Y,"Increase Capacity, Replacement",N,,,12/20/2004,PA0029122,Individual Permit,SAXONBURG AREA AUTH,Butler,Connoquenessing,05030105,3rd Congressional District,PA,3,MAP
"Pumping, Influent",INDIANA CO MSA - SHELOCTA STP,42005154001,Preliminary,Y,Y,No Change,N,,,09/10/2004,PA0217140,Individual Permit,SHELOCTA BOROUGH,Indiana,Middle Allegheny-Redbank,05010006,9th Congressional District,PA,3,MAP
"Pumping, Influent",SEWARD ST. CLAIR STP (SUGAR RUN),42005189001,Preliminary,Y,Y,No Change,N,,,11/08/2004,PA0217654,Individual Permit,SEWARD BOROUGH,Westmoreland,Conemaugh,05010007,12th Congressional District,PA,3,MAP
"Pumping, Influent",MIDWAY STP,42005202001,Preliminary,Y,Y,No Change,N,,,11/15/2004,PA0218049,Individual Permit,MIDWAY SEWERAGE AUTHORITY,Washington,Lower Monongahela,05020005,18th Congressional District,PA,3,MAP
"Pumping, Influent",MATHER STP,42005209001,Preliminary,Y,Y,Increase Capacity,N,,,10/29/2004,PA0096598,Individual Permit,LOWER TEN MILE JSA,Greene,Lower Monongahela,05020005,9th Congressional District,PA,3,MAP
"Pumping, Influent",BUFFALO TWP MUN AUTH,42005289001,Preliminary,Y,Y,No Change,N,,,08/02/2004,PA0221449,Individual Permit,BUFFALO TWP MUN AUTH,Butler,Middle Allegheny-Redbank,05010006,3rd Congressional District,PA,3,MAP
"Pumping, Influent",GEORGES CREEK STP,42005436001,Preliminary,Y,Y,No Change,N,,,07/21/2004,PA0218391,Individual Permit,GEORGES CREEK MUN. AUTH.,Fayette,Lower Monongahela,05020005,9th Congressional District,PA,3,MAP
"Pumping, Influent",KRATZER RUN SA - GRAMPIAN BORO STP,42006028001,Preliminary,Y,Y,No Change,N,,,12/13/2004,PA0208647,Individual Permit,KRATZER RUN SEWER AUTHORITY,Clearfield,Upper West Branch Susquehanna,02050201,5th Congressional District,PA,3,MAP
