Place ID,CWNS_ID,Facility Name,system_type,construction_type,disinfectant,current_mgd,future_mgd,mgd_used,flow_source,n_future_processes,future_processes,cost_2022usd,within_curve_limit,curve_basis,excluded_reason,cwns_reported_I_II_2022usd,cwns_has_advanced_need,cwns_has_secondary_need
248717,,Pleasant Valley State Prison WWTF,aerated_lagoon,new,,0.63,,,CIWQS,10,Aerated Lagoon; Biosolids Landfill; Chlorination; Coagulation; Flocculation; Flotation; Mechanical Dewatering; Media Filtration; Thickening; Unspecified Chemical Addition,,,,no design flow,,False,False
230132,06003033001,Heritage Ranch WWTP,aerated_lagoon,rehabilitation,,0.4,0.4,0.4,CWNS,1,Land Application,2665363.6,True,PCD,,,False,False
707492,,Island Park Recreation Area - Pine Flat Lake,aerated_lagoon,rehabilitation,,,,,,2,Aerated Lagoon; Media Filtration,,,,no design flow,,False,False
240000,06005319001,McCloud WWTF,aerated_lagoon,rehabilitation,,0.25,0.25,0.25,CWNS,1,Land Application,1665852.25,True,PCD,,,False,False
214640,06005112001,Ione WWTF,aerated_lagoon,system_expansion,,0.55,1.6,1.6,CWNS,4,Chlorination; Land Application; Unspecified Disposal; Unspecified Lagoon,10661454.4,True,PCD,,3007613.0,True,False
247448,06004009010,Palmdale Water Reclamation Plant,aerated_lagoon,system_expansion,,12.0,15.0,15.0,CWNS,5,Flotation; Mechanical Dewatering; Thickening; Unspecified Clarification; Unspecified Filtration,99951135.0,False,PCD,,73986316.0,True,False
707474,,Trimmer Recreation Area - Pine Flat Lake,aerated_lagoon,treatment_upgrade,,,,,,2,Aerated Lagoon; Media Filtration,,,,no design flow,,False,False
638757,,Spalding Tract Sewer System,lagoon,new,,0.0375,,,CIWQS,2,Evaporation Pond; Wetland,,,,no design flow,,False,False
210972,06005271001,Byron Sanitary District WWTF,lagoon,rehabilitation,,0.08,0.08,0.08,CWNS,1,Unspecified Disposal,907705.7704157721,True,PCD,,,False,False
741089,,Camanche North Shore Recreation Area Water Treatment Plant Land Application,lagoon,rehabilitation,,0.01,,0.01,CIWQS,2,Chemical Precipitation; Unspecified Chemical Addition,250571.91631409564,True,PCD,,,False,False
220844,,Dunnigan WWTF,lagoon,rehabilitation,,0.28,,0.28,CIWQS,2,Biosolids Landfill; Mechanical Dewatering,1971166.0736842086,True,PCD,,,False,False
235144,06005169001,Knights Landing CSD WWTP,lagoon,rehabilitation,,0.11,0.11,0.11,CWNS,3,Biosolids Lagoon; Drying; Evaporation Pond,1105489.1042026768,True,PCD,,,False,False
739902,,SYSCO Food Services of Sacramento,lagoon,rehabilitation,,0.01,,0.01,CIWQS,1,Unspecified Lagoon,250571.91631409564,True,PCD,,,False,False
258743,,Stoco WWTF,lagoon,rehabilitation,,0.05,,0.05,CIWQS,1,Comminution,678570.268364381,True,PCD,,,False,False
263145,,Temecula Valley RWRF,lagoon,rehabilitation,,50.0,,50.0,CIWQS,3,Polishing Lagoon; Unspecified Disposal; Unspecified Lagoon,48819668.607845,False,PCD,,,False,False
269589,,USMC - Mainside WWTF,lagoon,rehabilitation,,1.25,,1.25,CIWQS,2,Drying; Unspecified Lagoon,4976450.544288399,True,PCD,,,False,False
205741,06005023002,Anderson WPCP,secondary_mechanical,add_disinfection,uv,2.0,2.0,2.0,CWNS,1,UV Disinfection,1413854.4836585682,True,CAFCom,,,False,False
239498,06002063002,Marin CSD 5 Paradise Cove WWTP,secondary_mechanical,add_disinfection,uv,0.04,0.04,0.04,CWNS,1,UV Disinfection,91796.19511642505,True,CAFCom,,457810.0,True,False
214650,06005366001,City of Loyalton and Grandi Ranch WWTF,secondary_mechanical,new,,0.14,0.14,0.14,CWNS,6,Chlorination; Land Application; Secondary Clarification; Unspecified AS; Unspecified Lagoon; Wetland,3719973.4365366455,True,PCD,,,False,False
240177,,Meadowlark WRF,secondary_mechanical,new,,5.0,,,CIWQS,5,Chlorination; Media Filtration; Primary Clarification; Secondary Clarification; Unspecified AS,,,,no design flow,,False,False
263072,,Tehachapi Correctional Inst WWTF,secondary_mechanical,new,,1.1,,,CIWQS,11,Centrifuge; Coagulation; Extended Aeration; Mechanical Dewatering; Media Filtration; Screening/Microstrainer; Secondary Clarification; UV Disinfection; Unspecified AS; Unspecified Chemical Addition; Unspecified Lagoon,,,,no design flow,,False,False
204475,,Adelanto WWTP,secondary_mechanical,rehabilitation,,,,,,4,Centrifuge; Mechanical Dewatering; Media Filtration; Thickening,,,,no design flow,,False,False
836454,,Buttonwillow Safety Roadside Rest Area,secondary_mechanical,rehabilitation,,0.005,,0.005,CIWQS,3,Anaerobic Filter; Biologically Active Filtration; Comminution,371184.1533609884,True,PCD,,,False,False
213580,,"CCC @ Susanville, CSP-LC WTF",secondary_mechanical,rehabilitation,,1.8,,1.8,CIWQS,6,Aerated Lagoon; Anaerobic Digestion; Anaerobic Lagoon; Mechanical Dewatering; Primary Clarification; Wetland,3537148.431698251,True,PCD,,,False,False
255678,06003040001,City of Santa Maria WWTP,secondary_mechanical,rehabilitation,,13.5,13.5,13.5,CWNS,1,Comminution,7652471.990334463,True,PCD,,675500.0,False,True
214873,,Clover Creek WWTF,secondary_mechanical,rehabilitation,,0.095,,0.095,CIWQS,1,Mechanical Dewatering,1146441.9156820986,True,PCD,,,False,False
273166,06005226001,Cutler-Orosi WWTF,secondary_mechanical,rehabilitation,,2.0,2.0,2.0,CWNS,1,Mechanical Dewatering,3682802.2827120814,True,PCD,,,False,False
227568,06003021001,Goleta SD WWTP,secondary_mechanical,rehabilitation,,9.8,9.8,9.8,CWNS,2,Polymer Addition; Thickening,6768984.230246087,True,PCD,,46667678.0,True,False
230588,06007013001,Holtville City WWTP,secondary_mechanical,rehabilitation,,0.85,0.85,0.85,CWNS,2,Screening/Microstrainer; Unspecified Filtration,2653697.18579079,True,PCD,,10167989.0,False,True
259155,,Idyllwild WD WWTP,secondary_mechanical,rehabilitation,,0.2,,0.2,CIWQS,4,Coagulation; Media Filtration; UV Disinfection; Unspecified Chemical Addition,1524678.9474681627,True,PCD,,,False,False
232259,06007023001,Imperial CCD WWTP,secondary_mechanical,rehabilitation,,0.1,0.1,0.1,CWNS,1,Evaporation Pond,1169186.8316502713,True,PCD,,,False,False
244348,,Niland SD WWTP,secondary_mechanical,rehabilitation,,0.5,,0.5,CIWQS,1,Evaporation Pond,2165655.7706246357,True,PCD,,,False,False
244361,,Nipomo CSD Southland Treatment Facility,secondary_mechanical,rehabilitation,,0.9,,0.9,CIWQS,6,Extended Aeration; Grit Removal; Polymer Addition; Screening/Microstrainer; Secondary Clarification; Thickening,2712431.6071927403,True,PCD,,,False,False
259158,06008022002,OCSD Plant 2,secondary_mechanical,rehabilitation,,150.0,155.0,150.0,CWNS,2,Equalization; Secondary Clarification,19245396.701478455,False,PCD,,1347961685.0,False,True
245949,06005031001,Olivehurst WWTP,secondary_mechanical,rehabilitation,,3.0,3.0,3.0,CWNS,2,Anaerobic Digestion; Wetland,4301514.150186524,True,PCD,,2324938.0,True,False
731257,,Pajaro Valley WMA and City of Watsonville Water Reclamation,secondary_mechanical,rehabilitation,,,,,,6,Coagulation; Flocculation; Media Filtration; UV Disinfection; Unspecified Chemical Addition; Unspecified Clarification,,,,no design flow,,False,False
252211,,Redway POTW,secondary_mechanical,rehabilitation,,0.19,,0.19,CIWQS,2,Anaerobic Digestion; Screening/Microstrainer,1495018.4230764727,True,PCD,,,False,False
647900,,SCSD Thomas R. Cannell WWTP,secondary_mechanical,rehabilitation,,0.25,,0.25,CIWQS,1,Unspecified Lagoon,1660714.3511139855,True,PCD,,,False,False
255833,06000000171,SVCW WWTP,secondary_mechanical,rehabilitation,,29.0,29.0,29.0,CWNS,1,Grit Removal,10256102.404763566,False,PCD,,152312572.0,True,False
255368,06002042001,San Leandro WPCP,secondary_mechanical,rehabilitation,,0.95,0.95,0.95,CWNS,1,Wetland,2769185.5462961374,True,PCD,,,False,False
255632,06003010001,Santa Cruz WWTP,secondary_mechanical,rehabilitation,,17.0,17.0,17.0,CWNS,2,Media Filtration; Unspecified Chemical Addition,8358836.918871726,False,PCD,,21073900.0,False,True
729031,,Shandon Roadside Rest Area,secondary_mechanical,rehabilitation,,,,,,1,Equalization,,,,no design flow,,False,False
257887,06003081001,South San Luis Obispo SD WWTP,secondary_mechanical,rehabilitation,,5.0,5.0,5.0,CWNS,1,Unspecified AS,5231056.694833483,True,PCD,,,False,False
268548,,Trancas WPCP,secondary_mechanical,rehabilitation,,0.22,,0.22,CIWQS,1,Dechlorination,1581363.833567205,True,PCD,,,False,False
266720,,Tuolumne City WWTP,secondary_mechanical,rehabilitation,,,,,,1,Aerated Lagoon,,,,no design flow,,False,False
272790,06001036001,"Windsor Wastewater Treatment, Reclamation, and Disposal Facility",secondary_mechanical,rehabilitation,,2.25,2.25,2.25,CWNS,2,Grit Removal; Unspecified Digestion,3852741.04577631,True,PCD,,69700275.0,True,False
274410,06002127001,Yountville / CA Vets Home WWTP,secondary_mechanical,rehabilitation,,0.55,0.55,0.55,CWNS,1,Ozonation,2246171.049524133,True,PCD,,,False,False
240791,06002039001,Millbrae WPCP,secondary_mechanical,system_expansion,,3.0,3.5,3.5,CWNS,1,Unspecified Disinfection,14533129.727230761,True,PCD,,8232050.0,False,True
259203,06008006002,Moreno Valley RWRF,secondary_mechanical,system_expansion,,22.5,38.7,38.7,CWNS,10,Alum Addition; Chlorination; Coagulation; Cogeneration; Flocculation; Grit Removal; Heat Recovery; Polymer Addition; Secondary Clarification; Unspecified Digestion,43791644.12896512,False,PCD,,27211994.0,True,False
259209,06008006006,Perris Valley RWRF,secondary_mechanical,system_expansion,,30.0,51.6,51.6,CWNS,17,Alum Addition; Anaerobic Digestion; Biologically Active Filtration; Chlorination; Coagulation; Cogeneration; Equalization; Ferric Chloride Addition; Flocculation; Grit Removal; Heat Recovery; Mechanical Dewatering; Media Filtration; Polishing Lagoon; Polymer Addition; Secondary Clarification; Thickening,49973311.71012275,False,PCD,,4275433.0,True,False
220396,06005235001,Dixon WWTF,secondary_mechanical,treatment_upgrade,,1.4,1.5,1.4,CWNS,2,Oxidation Ditch; Secondary Clarification,9543434.260556584,True,PCD,,1486224.0,False,True
201076,,Fresno Cnty #34-Millerton New Town WWTF,secondary_mechanical,treatment_upgrade,,0.709,,0.709,CIWQS,12,Aerobic Digestion; Chlorination; Coagulation; Equalization; Flocculation; Land Application; Mechanical Dewatering; Screening/Microstrainer; Secondary Clarification; Thickening; Trickling Filter; Unspecified Chemical Addition,6983586.870509963,True,PCD,,,False,False
736188,,Lake Cnty SD Kelseyville WWD No. 3 Kelseyville WWTF,secondary_mechanical,treatment_upgrade,,0.31,,0.31,CIWQS,2,Chlorination; Unspecified AS,4777128.629801309,True,PCD,,,False,False
237252,,Lockeford CSD WWTP,secondary_mechanical,treatment_upgrade,,0.3,,0.3,CIWQS,3,Biosolids Lagoon; Chlorination; Unspecified AS,4705768.667970336,True,PCD,,,False,False
273185,,Riverdale WWTF,secondary_mechanical,treatment_upgrade,,0.325,,0.325,CIWQS,2,Screening/Microstrainer; Unspecified AS,4881871.913236717,True,PCD,,,False,False
816491,,"Lower Grove OWTS, Mariposa Grove of Giant Sequoias",,new,,,,,,4,Equalization; Primary Clarification; Septic Tank; Unspecified Filtration,,,,no design flow,,False,False
826481,,South Entrance Wastewater Facility,,new,,,,,,3,Equalization; Primary Clarification; Septic Tank,,,,no design flow,,False,False
835506,,University of California Animal Health and Food Safety (CAHFS) Laboratory,,new,,,,,,5,Neutralization; Primary Clarification; Septic Tank; Unspecified Disinfection; Unspecified Filtration,,,,no design flow,,False,False
840718,,White Point Outfall Manifold Construction Dewatering Project,,new,,,,,,1,Mechanical Dewatering,,,,no design flow,,False,False
771804,,Kendall-Jackson Wine Center Domestic Waste,,rehabilitation,,,,,,4,Comminution; Land Application; Media Filtration; Unspecified Clarification,,,,no design flow,,False,False
248886,06002021001,Port Costa WWTP,,rehabilitation,,0.033,0.033,0.033,CWNS,2,Unspecified Chemical Addition; Unspecified Disinfection,,,,unclassified system,,False,False
259196,06008085001,Temescal Creek Outfall,,system_expansion,,22.5,38.5,38.5,CWNS,2,Dechlorination; Neutralization,,,,unclassified system,7040110.0,True,False
